pitch_velocity,batterId,pitcherId,batter_side,pitcher_side,pitch_movement_x,pitch_movement_y,plate_x,plate_y,bat_speed,swing_length,pitch_zone,outs,balls,strikes,bat_score,fld_score,launch_angle,launch_speed
96.5,657757,676684,L,R,-0.69,1.18,-0.32,2.88,75.2,7.4,1,1,2,2,1,2,26.0,94.6
94.9,671213,592332,L,R,-0.91,1.38,0.49,3.45,71.2,6.7,3,2,2,1,0,0,65.0,75.9
90.5,592206,681799,R,R,0.34,0.68,0.26,2.42,75.5,7.8,8,0,1,2,8,5,26.0,100.1
84.2,663886,676440,R,R,0.67,0.02,0.09,2.25,73.6,7.5,5,0,1,1,1,4,9.0,95.3
94.4,691406,669373,R,L,0.23,1.29,0.26,2.63,77.4,8.8,5,2,0,0,0,0,51.0,95.9
81.0,679822,687765,R,R,0.7,-0.94,-0.2,1.78,71.8,7.4,8,1,1,2,2,3,30.0,93.7
93.6,642715,640455,R,L,0.84,0.44,-0.5,2.51,80.4,7.9,4,2,3,2,0,0,-19.0,82.1
94.8,663624,641835,R,L,1.41,0.57,0.15,2.08,79.1,7.4,8,2,1,1,3,1,10.0,107.2
96.5,657557,625643,R,R,-0.77,1.2,-0.36,1.68,78.3,7.5,7,1,0,1,0,0,68.0,91.4
85.4,691406,682990,R,R,0.3,-0.03,0.87,2.32,73.7,8.6,14,1,1,2,0,0,-7.0,96.4
97.6,700242,676979,L,L,1.24,0.42,1.24,3.28,69.5,6.5,12,1,1,0,0,0,0.0,66.2
80.8,691718,621383,L,L,-1.3,0.16,0.16,1.73,23.4,2.6,8,1,0,0,0,1,32.0,35.9
93.8,672569,647336,L,R,-0.54,1.21,0.51,3.01,64.8,6.5,3,1,0,0,2,3,65.0,50.2
80.3,693307,647336,R,R,0.61,-0.75,0.32,1.14,68.5,8.3,14,1,1,1,0,4,-20.0,78.5
93.1,543309,518876,R,R,-1.35,0.52,-0.08,1.93,75.4,7.9,8,2,0,1,4,0,-9.0,90.4
80.1,667670,674003,R,L,1.2,0.81,0.39,2.38,75.6,7.2,6,0,2,1,1,5,9.0,84.7
95.6,595281,683627,L,R,-0.33,1.18,-0.21,2.94,77.9,7.0,2,0,1,1,9,2,15.0,100.9
97.0,650489,656848,L,R,-0.96,1.52,0.21,3.85,59.8,5.6,12,2,1,1,3,3,57.0,66.8
85.4,643289,689958,R,R,0.88,0.21,0.52,2.82,62.0,7.0,3,0,1,0,4,3,11.0,84.7
85.6,686823,686730,L,R,-1.16,0.51,0.67,2.14,72.5,7.0,6,0,0,0,3,1,15.0,85.7
78.9,660821,622253,L,R,0.67,0.11,-0.05,2.18,83.8,7.8,8,0,0,0,2,0,74.0,85.0
97.4,663538,668881,R,R,-0.6,1.55,0.68,3.09,66.3,6.9,3,1,1,2,0,0,41.0,85.8
93.8,691718,664747,L,R,-0.95,0.92,0.42,2.25,69.3,6.6,6,1,0,1,1,0,10.0,103.5
93.1,671732,676106,L,R,-1.2,1.13,0.06,2.92,76.6,7.0,5,0,2,2,0,3,59.0,88.9
93.8,686765,670955,L,R,-1.06,1.05,-0.08,3.59,51.8,5.3,11,2,0,1,1,2,57.0,72.4
97.3,624585,592773,R,R,-0.88,1.26,-0.58,3.27,74.8,6.9,1,1,1,2,5,0,15.0,89.2
83.8,686765,592332,L,R,0.0,0.42,0.15,1.92,69.8,7.0,8,0,0,1,0,2,39.0,93.6
79.0,669394,680573,R,R,-1.1,0.94,-0.29,2.33,70.6,7.8,4,0,1,1,0,0,27.0,94.1
82.8,671277,663460,L,L,-1.02,-0.21,0.49,3.51,70.3,7.0,3,0,2,2,0,0,39.0,98.1
83.1,518735,701542,L,R,1.77,0.84,0.65,1.95,71.2,8.2,9,1,0,1,6,4,32.0,104.7
93.7,605346,663436,R,R,-1.08,1.33,-0.13,2.1,69.9,7.0,5,2,1,2,0,2,4.0,67.9
93.0,607680,571760,R,L,1.37,1.29,0.12,2.82,69.3,6.8,2,1,2,2,0,0,12.0,75.7
91.0,543510,573186,R,R,-1.02,0.33,-0.06,2.4,69.9,5.7,5,0,1,0,3,0,33.0,72.2
91.2,643289,658648,R,R,-0.62,1.11,0.3,2.72,69.9,6.5,6,1,0,0,5,0,28.0,90.7
87.4,664728,640448,L,R,-0.22,0.28,-0.15,2.93,8.6,1.2,2,0,0,0,4,4,45.0,25.6
85.4,663457,607536,L,L,0.16,0.56,0.21,3.82,68.3,5.8,12,1,0,2,3,2,19.0,100.8
84.6,681351,571760,R,L,1.59,0.5,0.35,2.38,65.8,7.9,6,1,0,1,3,1,-39.0,82.7
92.3,664023,695076,L,R,-0.73,1.27,0.32,2.43,73.4,6.4,6,0,0,0,0,0,36.0,92.5
91.2,668901,642207,R,R,-0.48,0.96,0.32,2.86,67.4,6.7,6,1,0,2,0,6,-40.0,84.5
79.3,676070,628317,R,R,1.23,-0.44,0.62,1.74,61.9,7.7,9,2,2,2,5,0,65.0,69.0
86.6,641584,663878,L,R,0.46,-0.1,-0.45,1.96,64.4,7.6,7,2,0,0,0,0,35.0,70.5
95.2,680757,681293,L,R,-0.84,1.31,-0.44,2.55,61.4,5.8,4,1,3,1,0,5,34.0,83.1
84.3,641933,669358,R,R,0.62,-0.94,-0.36,2.26,87.6,7.5,4,1,1,1,1,6,7.0,91.8
82.8,665804,650911,R,L,1.54,-0.09,0.3,2.67,78.7,8.0,6,2,0,1,0,3,12.0,80.6
80.7,676391,663767,R,R,1.53,-0.18,-0.44,1.4,68.0,7.8,13,0,0,2,6,1,68.0,72.8
95.9,666624,672456,R,R,-0.44,1.35,-0.35,2.58,75.4,7.8,4,0,1,2,0,2,35.0,74.3
87.0,805779,543135,R,R,-1.32,-0.18,-0.64,1.37,70.2,7.2,13,0,1,1,4,3,-17.0,75.9
92.0,677649,672282,R,L,0.58,1.46,0.06,3.28,69.2,6.3,2,2,0,0,3,1,58.0,78.1
86.3,671117,614179,L,R,0.2,-0.38,0.13,2.27,63.1,6.4,5,0,1,2,3,6,1.0,97.5
78.0,701305,681870,R,L,-0.03,-1.15,0.46,2.84,75.1,7.8,3,0,1,0,5,0,42.0,66.4
90.5,696285,624133,R,L,0.49,0.9,-0.45,2.89,61.7,5.7,1,2,0,1,3,0,25.0,81.0
90.9,641355,663465,L,L,0.78,1.55,-0.52,3.48,66.4,7.4,1,1,0,0,6,2,64.0,83.7
92.9,657136,605135,R,R,-0.92,1.05,-0.14,2.69,70.2,6.7,2,2,0,0,2,0,19.0,95.4
83.4,622534,681882,R,R,0.87,-1.37,-0.27,1.24,72.1,7.4,13,2,1,2,2,6,8.0,106.4
78.6,676694,680704,R,R,1.11,0.28,-0.8,1.99,73.2,7.7,7,0,1,0,5,0,53.0,80.7
93.5,457705,650644,R,R,-1.21,0.79,-0.02,2.75,71.6,6.7,5,1,0,1,0,5,1.0,91.5
84.1,660821,623437,L,R,-1.24,-0.24,-0.26,1.73,79.5,7.5,8,2,0,1,8,5,60.0,67.2
81.0,682729,677960,R,L,-0.96,-0.2,-0.33,1.44,72.3,8.0,13,0,0,1,0,3,-25.0,51.3
97.8,669224,670280,L,R,-0.73,1.64,-0.51,2.94,68.8,6.3,1,2,0,1,1,6,41.0,85.3
86.3,545341,669062,R,L,-0.56,0.29,-0.53,2.07,69.3,8.0,4,2,3,2,5,1,-26.0,80.8
98.1,624428,640448,L,R,-0.86,1.27,0.07,3.39,42.5,4.7,12,1,0,2,4,4,25.0,72.4
80.0,682829,592767,R,L,-0.07,-0.23,-0.02,3.02,77.1,7.6,5,1,0,1,0,0,-31.0,80.3
89.3,686611,656457,R,L,0.96,0.84,-0.56,2.92,71.8,6.9,1,2,0,2,6,0,36.0,86.6
82.8,680776,621363,L,L,-0.7,0.25,-0.18,3.18,72.3,6.7,2,2,1,1,1,2,30.0,66.7
90.0,663853,650893,R,L,-0.07,0.47,-0.34,1.25,74.0,7.9,13,0,1,2,2,3,-12.0,88.2
87.4,573262,700241,L,R,-1.2,0.52,-0.8,1.36,69.4,7.9,13,2,0,1,0,1,-8.0,84.1
89.2,686611,624133,R,L,1.18,0.4,0.56,1.96,75.1,7.4,6,0,2,0,4,0,-45.0,38.9
98.7,805779,700187,R,R,-1.31,1.16,0.16,2.72,65.2,6.1,2,2,0,0,0,2,-4.0,95.2
92.8,663757,663559,L,L,0.55,1.63,-0.17,2.88,73.9,7.7,5,0,2,1,2,3,11.0,78.9
86.3,668939,805673,L,R,-1.31,0.48,-1.17,3.28,61.7,6.0,11,1,2,2,4,0,18.0,87.4
90.8,596142,622065,R,L,1.01,0.75,-0.1,2.69,76.0,7.5,5,0,3,2,7,4,38.0,112.4
91.9,665742,621107,L,R,-1.41,0.49,0.41,2.59,76.3,7.0,6,2,2,2,1,8,25.0,109.4
81.7,645277,663903,R,R,0.5,-0.17,-0.97,3.14,67.8,6.7,11,0,2,1,0,0,-35.0,78.5
94.5,630105,689017,L,R,-0.65,1.47,-0.45,2.62,70.4,6.6,4,2,0,2,3,1,46.0,80.1
100.2,669242,663158,L,R,-0.74,1.55,0.17,1.9,69.3,6.6,8,0,1,2,1,4,6.0,105.5
85.1,656537,543859,R,R,0.12,-0.18,-0.25,1.41,69.8,8.4,13,2,2,2,4,1,20.0,100.9
77.4,666971,663362,R,R,-0.47,0.41,1.46,1.78,66.9,8.4,14,2,1,2,6,1,6.0,83.5
83.9,514888,658648,R,R,-0.61,0.21,-0.19,0.71,65.8,8.3,13,0,2,2,5,0,31.0,79.7
89.7,672695,681810,L,R,0.0,0.62,-0.1,2.6,66.7,6.5,5,0,2,1,0,11,-13.0,78.5
88.9,663728,664285,R,L,1.5,0.41,0.21,1.34,84.9,8.7,14,0,1,0,1,1,-32.0,83.2
93.6,666310,681869,L,R,-0.8,1.16,-0.88,3.0,70.0,7.0,11,0,3,2,3,4,41.0,91.6
86.6,645277,679525,R,R,0.41,-0.23,0.63,3.46,55.0,5.3,12,1,1,2,2,4,17.0,88.8
84.5,676475,681810,L,R,1.51,-0.05,0.0,2.75,62.4,6.6,5,2,0,2,6,3,-23.0,72.3
67.1,681393,623168,R,R,-0.05,1.81,1.01,2.7,75.3,7.0,12,1,0,1,15,5,17.0,93.2
88.0,572761,694738,L,R,-1.18,-0.16,-0.36,1.58,67.0,8.4,13,2,1,2,2,3,-19.0,73.8
97.3,676914,677960,R,L,1.14,1.26,-0.45,2.89,62.6,5.7,1,1,2,2,0,2,54.0,69.8
82.8,664728,687792,L,L,0.04,0.04,0.69,3.22,67.4,5.8,3,2,1,2,1,0,65.0,55.5
90.8,676475,663546,L,R,-0.08,0.73,0.16,2.54,70.0,8.0,5,0,2,1,1,4,-40.0,72.8
98.5,676609,692285,R,R,-0.88,1.49,0.13,3.3,62.8,6.3,12,0,0,2,1,3,67.0,78.1
95.2,595777,689017,L,R,-0.55,1.65,-0.28,3.62,63.8,6.6,11,2,0,1,0,0,74.0,73.4
93.7,663728,664285,R,L,1.45,0.37,0.34,2.27,77.4,8.2,6,1,0,0,3,2,19.0,110.3
85.6,666310,434378,L,R,-1.1,0.84,-0.66,1.03,60.6,9.0,13,1,0,2,3,4,-27.0,61.5
83.0,643289,669302,R,R,1.48,0.0,1.07,2.31,68.7,8.3,14,1,0,0,4,3,26.0,79.0
94.6,676356,670174,R,R,-1.33,0.68,-0.57,2.35,69.6,7.5,4,2,1,0,1,3,-12.0,76.3
92.1,650402,621107,R,R,-1.24,0.16,0.41,1.85,56.4,6.8,9,1,0,1,1,8,-11.0,83.7
93.3,641857,607200,L,R,-0.55,0.84,0.07,2.76,73.0,6.7,5,1,0,0,1,5,44.0,81.7
80.9,669394,641927,R,R,0.66,-0.22,-0.8,2.14,76.8,8.1,4,2,0,1,0,0,54.0,93.9
91.7,689172,700241,L,R,-1.31,0.27,-0.41,2.78,65.7,6.5,4,1,2,0,0,6,11.0,100.0
80.8,664040,663554,L,R,0.82,-0.99,0.55,2.47,75.6,7.6,6,2,2,2,3,0,4.0,96.8
96.3,641857,681517,L,R,-0.44,1.12,0.52,3.12,71.7,7.1,3,2,0,0,8,8,19.0,95.8
91.9,571657,656353,R,L,0.31,1.5,-0.06,3.15,65.3,6.4,2,1,0,0,0,5,48.0,72.5
93.6,807799,687922,L,L,0.5,1.55,0.0,3.31,65.2,5.9,11,1,0,0,0,3,27.0,77.7
94.7,672386,670124,R,R,-1.29,0.83,-0.93,2.14,65.6,6.1,13,2,2,2,0,3,-3.0,66.4
95.1,681297,641835,L,L,1.45,0.99,-0.03,3.01,73.0,5.8,2,1,0,1,3,1,8.0,81.1
97.9,668832,666619,L,R,-1.05,0.45,-0.36,2.73,72.2,7.7,4,2,0,0,0,2,57.0,86.6
96.4,667670,677958,R,R,-0.8,0.93,0.34,3.08,70.2,6.0,3,0,0,1,0,0,14.0,81.5
84.3,681393,621114,R,R,0.18,-0.5,-0.6,2.13,61.3,5.9,7,0,1,0,0,0,23.0,70.5
85.5,543309,607455,R,L,-0.84,0.29,-0.57,1.72,62.8,7.4,7,1,2,2,2,0,33.0,92.7
91.3,607680,502085,R,R,0.02,1.41,0.24,2.15,61.2,7.7,5,0,0,0,0,8,24.0,85.1
94.9,666197,689958,R,R,-0.4,1.28,0.47,2.46,65.7,7.2,6,2,0,1,4,3,15.0,82.4
94.8,676070,680744,R,R,-0.81,1.61,-1.01,2.67,62.6,6.3,11,1,2,0,2,0,-29.0,79.1
84.5,521692,606930,R,R,0.48,0.23,0.47,2.03,71.8,8.4,9,0,0,0,3,0,12.0,102.1
86.8,681624,663773,R,R,-0.71,0.63,-0.23,3.13,73.2,7.7,2,2,2,2,5,2,29.0,107.8
91.8,657656,670167,R,R,-1.06,0.13,0.0,2.32,74.0,6.3,5,1,1,2,2,4,46.0,83.2
85.9,667670,677958,R,R,0.0,-0.04,0.63,1.5,66.7,7.4,14,0,0,2,0,0,0.0,89.5
96.8,683734,669724,R,R,-0.97,1.19,-0.32,3.18,64.4,6.7,1,2,1,2,0,0,68.0,81.8
95.4,606115,622663,R,R,-1.09,0.94,-0.47,2.68,69.8,7.3,4,0,1,1,0,0,-63.0,78.8
95.1,686780,702352,R,R,-1.05,0.56,-0.37,2.92,69.6,6.3,1,0,2,0,5,6,58.0,75.0
80.7,650490,601713,R,R,1.16,-0.07,0.56,3.59,70.8,7.2,12,2,1,2,0,0,68.0,76.9
95.2,650333,623465,L,R,-0.71,1.35,0.61,2.0,66.2,6.1,9,2,0,0,3,4,46.0,58.5
84.5,700932,596001,L,R,1.13,0.38,0.27,1.78,70.5,8.8,8,0,1,2,1,0,47.0,101.9
94.7,621438,680885,R,R,0.05,0.93,-0.83,2.4,71.5,7.5,4,0,3,2,0,3,2.0,100.0
89.9,664056,571948,R,L,1.34,0.51,-0.83,3.1,62.7,5.3,11,1,1,2,2,7,42.0,62.4
94.2,676356,601713,R,R,-0.27,1.65,-0.98,2.59,66.5,7.1,11,0,0,2,0,0,15.0,61.5
93.7,669707,657376,R,R,-0.99,0.59,0.5,2.23,70.2,7.5,6,0,0,1,0,2,36.0,77.7
94.9,453568,571927,L,L,0.75,0.92,-0.3,2.85,68.2,6.9,4,2,1,0,5,6,-9.0,84.4
93.4,694384,686563,L,R,-1.03,1.05,-0.55,3.81,62.2,5.8,11,1,0,0,0,0,-14.0,90.8
93.0,542932,666214,R,L,0.53,1.43,0.23,3.07,71.8,7.8,2,1,1,0,4,4,35.0,93.8
92.8,677594,683155,R,R,-1.1,1.15,-0.33,2.13,77.1,7.2,4,0,0,0,0,0,28.0,79.5
86.4,669004,676395,L,L,-0.11,0.35,0.69,1.9,75.2,7.5,9,0,1,1,3,0,-15.0,83.5
88.3,687462,657508,L,R,-0.09,-0.45,0.47,1.75,77.3,7.6,9,2,1,1,5,9,-31.0,80.4
94.1,547180,624522,L,R,0.19,1.0,-0.54,3.71,65.0,6.2,11,2,1,2,8,5,37.0,77.0
95.6,668845,543339,R,R,-0.55,0.92,-0.22,3.16,67.2,5.2,2,1,0,1,4,11,38.0,74.7
98.0,624641,678606,R,L,1.39,0.51,-0.14,2.36,67.5,6.4,5,1,0,0,0,2,7.0,90.3
93.3,650489,669199,L,R,-0.94,1.35,-0.54,3.08,74.7,7.5,1,0,3,1,1,4,37.0,75.7
97.0,663538,656546,R,R,-1.25,1.1,0.21,3.37,66.8,6.1,2,1,1,1,5,9,34.0,91.4
90.4,642201,621242,R,R,0.18,0.47,0.53,1.73,63.1,7.8,9,1,3,2,7,8,21.0,72.0
92.7,665489,675540,R,R,-0.2,1.39,-0.08,2.1,76.6,7.5,8,0,0,1,1,2,44.0,86.3
91.5,677800,687330,L,R,-1.22,-0.2,0.31,1.72,78.2,7.5,9,1,1,1,2,7,-11.0,100.0
86.2,521692,625643,R,R,0.36,0.0,0.39,2.13,67.4,8.9,9,1,0,1,1,0,-19.0,68.9
86.7,621020,621383,R,L,-0.5,0.45,-0.62,2.74,69.2,6.4,4,1,0,1,0,0,17.0,57.9
95.5,672275,669467,L,R,0.21,0.81,0.32,2.43,71.5,6.8,6,1,0,0,2,1,-12.0,102.2
85.8,671213,686752,L,R,-1.31,-0.18,-0.52,2.49,78.2,7.9,4,2,0,1,0,0,56.0,72.9
95.0,571448,677955,R,R,-1.23,0.48,-0.16,2.53,68.2,8.2,5,0,0,0,5,1,-12.0,97.7
91.7,663697,592791,R,R,-1.0,1.12,0.71,2.85,66.7,6.6,3,1,2,2,0,0,42.0,74.6
97.9,553993,669093,R,R,-0.49,1.43,-0.59,2.52,73.8,7.4,4,2,0,0,2,5,3.0,94.3
94.5,666139,672456,L,R,-0.46,1.27,-0.56,2.56,64.7,6.3,4,0,2,2,0,2,6.0,97.7
92.9,502054,687792,R,L,1.31,1.3,0.61,2.84,73.1,6.1,6,0,3,2,0,0,30.0,98.5
96.5,607732,676508,R,R,-0.32,1.12,0.08,3.35,63.2,6.5,2,2,2,2,1,5,34.0,76.7
89.3,681146,641927,R,R,-0.73,1.42,-0.06,2.66,59.1,5.7,2,2,0,1,4,1,17.0,92.3
86.0,663698,657376,R,R,1.06,0.58,1.12,1.45,76.0,8.5,14,2,3,2,0,0,-1.0,60.5
97.6,686797,622554,L,R,-0.22,1.18,0.03,3.0,67.4,5.8,2,1,0,1,2,7,-29.0,82.5
94.1,672695,681810,L,R,-0.96,1.25,-0.73,2.92,47.0,5.1,1,0,2,0,0,11,19.0,47.6
91.1,669394,687922,R,L,0.7,1.34,0.28,2.85,74.8,7.4,3,0,0,0,9,4,26.0,74.4
94.8,656305,552640,R,R,-1.44,0.66,-0.82,3.06,72.0,6.6,1,2,1,0,3,6,5.0,76.9
87.4,543510,543037,R,R,0.63,0.11,0.11,3.29,71.4,6.5,2,2,2,1,0,1,57.0,91.5
80.8,666023,680730,R,L,-0.14,-0.85,0.42,1.53,71.7,7.4,9,2,0,2,0,0,-3.0,97.9
97.0,681146,643377,R,R,-0.44,1.45,0.62,3.45,67.0,7.1,12,2,0,1,3,3,73.0,84.5
94.4,641857,571927,L,L,0.9,0.89,-0.46,2.76,70.8,7.1,4,0,3,1,5,6,54.0,77.7
97.1,650490,669373,R,L,0.27,1.49,-0.48,2.86,68.0,6.6,1,0,3,2,0,0,39.0,68.9
86.6,543807,678394,R,R,0.71,-0.4,0.95,1.8,37.4,6.9,14,1,2,2,0,0,22.0,52.8
81.3,664023,518585,L,R,-0.39,0.25,-0.24,2.83,66.5,7.4,5,2,2,2,0,0,48.0,68.1
77.4,687401,640455,R,L,-1.34,0.09,-0.33,1.7,76.7,9.2,7,2,1,2,5,2,-25.0,77.1
96.0,519317,642397,R,L,1.49,0.96,0.05,2.04,83.2,9.4,8,0,0,0,3,9,11.0,79.3
85.3,682829,689958,L,R,0.49,-0.12,-0.38,2.42,74.6,7.9,4,1,2,2,0,0,-6.0,100.1
85.5,607208,668873,R,R,0.43,0.17,0.1,2.19,66.9,8.0,8,2,0,1,4,0,60.0,85.5
91.1,680700,663947,L,L,0.93,0.94,-0.53,2.09,65.4,6.9,7,1,3,2,1,5,27.0,86.2
86.3,608070,641941,L,R,0.25,0.28,0.59,2.07,71.4,6.5,9,0,2,2,4,1,20.0,97.3
95.6,643217,695549,L,R,-0.5,1.4,0.24,1.17,69.3,8.0,14,2,2,1,1,0,-26.0,66.0
87.6,676059,543037,R,R,0.41,0.29,0.23,1.71,71.1,7.5,8,0,0,1,0,1,-68.0,60.3
91.5,664913,676106,L,R,-1.4,0.86,-0.33,3.01,75.7,7.2,1,0,2,1,3,3,43.0,98.3
86.5,607208,669713,R,R,1.29,0.22,1.05,2.74,68.1,8.2,12,0,0,1,4,10,18.0,60.6
98.6,456781,656629,R,R,-0.79,1.45,-0.44,2.16,72.2,7.1,4,1,0,0,2,7,27.0,89.4
90.5,663993,669620,L,L,0.9,0.93,0.87,3.38,66.1,6.1,12,0,0,1,5,1,30.0,83.7
81.7,664913,660825,L,R,0.99,0.59,0.85,1.5,67.9,8.0,14,0,0,0,6,6,53.0,63.0
82.2,681082,663623,L,R,1.31,-0.33,-0.21,2.34,66.9,6.9,5,0,2,2,0,0,-48.0,70.0
85.8,640902,656240,R,R,0.01,0.07,0.86,2.7,75.0,7.3,12,1,2,2,6,5,-24.0,87.7
94.0,542303,656731,R,R,-1.16,0.52,-0.27,2.52,72.0,6.5,5,0,2,2,2,0,-2.0,100.6
94.8,687263,660853,R,R,-1.12,1.02,0.5,2.6,61.8,5.9,6,1,2,2,2,3,45.0,83.5
98.4,666969,671212,R,R,-0.72,1.41,0.8,4.0,59.9,6.6,12,0,2,2,5,1,32.0,83.7
94.4,669257,650633,R,R,-0.59,1.2,-0.23,2.62,69.6,6.8,5,0,1,1,1,2,56.0,80.0
85.8,805779,622250,R,R,-0.06,0.14,0.26,2.26,63.9,6.4,5,1,0,0,4,4,8.0,95.4
94.8,656896,663485,R,R,-1.07,0.87,0.13,1.98,81.0,7.5,8,0,0,0,3,2,50.0,80.2
75.1,663656,676282,L,L,0.3,1.02,0.78,3.04,40.5,5.4,3,2,2,0,1,0,-29.0,61.2
94.1,502110,607067,R,R,-0.55,1.05,0.37,2.1,77.7,8.7,9,2,2,1,1,0,15.0,78.9
100.2,650402,683003,R,R,-0.97,1.47,-0.15,3.65,66.7,6.1,11,0,1,2,0,0,21.0,81.7
86.5,672275,686796,R,L,0.02,0.61,-0.35,2.67,75.4,7.7,4,0,2,0,8,0,11.0,110.1
96.5,672761,656876,L,R,-0.26,1.31,0.37,2.48,66.4,6.0,6,2,0,0,5,1,32.0,87.8
89.6,607208,676395,R,L,1.25,0.45,-0.05,2.14,76.8,7.4,8,1,0,2,0,7,-48.0,85.6
93.0,519317,642701,R,R,-1.7,0.98,-1.36,2.27,83.5,9.6,13,1,1,1,3,6,1.0,114.8
92.7,671277,605400,L,R,-0.84,1.13,-0.34,2.63,73.3,6.9,4,1,0,0,1,2,44.0,92.7
93.5,605113,694297,R,R,-1.3,0.73,-0.81,2.04,71.5,7.9,7,2,2,1,1,0,-34.0,76.8
98.5,663728,650556,L,R,-0.36,1.51,0.17,3.0,74.0,6.9,2,2,0,2,3,4,22.0,73.4
89.7,457759,681869,R,R,0.62,0.5,-0.36,2.75,60.5,5.8,4,2,1,0,5,1,37.0,87.2
101.1,663656,662253,L,R,-0.77,1.45,0.0,3.54,57.6,5.4,2,1,2,2,4,3,-58.0,83.8
97.9,660271,656945,L,L,0.29,1.35,-0.07,2.9,73.8,6.7,2,2,0,1,1,4,29.0,77.2
82.9,624585,547179,R,R,1.36,-0.06,0.61,3.05,79.0,7.3,3,2,2,2,0,1,34.0,106.0
90.1,573262,679885,L,R,-0.47,-0.17,-0.3,1.63,66.9,8.3,7,0,1,1,1,5,21.0,95.1
93.5,666310,669854,L,R,-0.67,1.49,-0.24,1.83,72.2,7.3,8,2,0,2,0,5,-17.0,91.8
88.6,805779,666619,R,R,0.64,0.17,-0.1,2.43,62.2,6.3,5,1,2,0,0,2,-14.0,92.9
91.8,664023,571656,L,R,-1.03,1.19,0.65,3.0,71.1,6.2,3,0,1,2,0,3,10.0,82.3
80.1,677649,656288,R,R,1.17,-0.6,-0.69,2.55,63.9,5.6,4,0,2,1,2,7,30.0,62.2
98.1,650333,683618,L,R,-0.1,1.31,0.53,4.06,50.3,4.9,12,1,3,2,4,1,77.0,75.6
84.8,678009,672860,L,R,0.46,0.26,0.25,1.82,67.4,7.6,8,1,1,0,4,1,55.0,78.7
92.2,687462,675540,L,R,-0.32,1.44,0.04,3.76,64.7,6.0,12,2,3,2,1,2,61.0,84.4
92.4,641943,657376,L,R,0.08,0.87,1.33,2.52,70.3,6.9,14,0,2,2,0,2,21.0,88.0
90.1,543760,687765,R,R,0.31,0.7,0.55,1.76,67.4,8.0,9,0,3,2,0,0,0.0,76.8
82.4,605346,502085,R,R,1.23,-0.37,-0.33,1.27,63.5,8.0,13,0,2,2,2,4,-24.0,89.3
95.3,645302,686613,R,R,-0.74,1.31,-0.11,2.47,66.1,6.2,5,2,0,0,1,0,-47.0,61.0
90.5,656811,573186,L,R,-0.97,0.45,0.77,1.84,66.3,6.9,9,1,1,0,3,0,3.0,95.9
84.4,666310,669854,L,R,-1.03,0.9,-0.34,3.15,68.3,7.9,1,2,0,2,0,5,83.0,86.9
94.7,660271,615698,L,R,-0.65,0.82,-0.52,3.37,70.9,6.7,1,0,0,0,0,0,-22.0,101.9
87.2,687231,666619,R,R,0.51,0.26,0.9,2.35,65.1,7.1,14,2,0,2,0,2,41.0,73.0
85.3,663457,686790,L,R,0.89,-0.75,0.59,3.0,73.9,6.5,3,1,3,2,6,0,5.0,89.9
77.5,669911,502043,L,R,0.48,-0.51,-0.07,2.12,75.4,8.4,8,1,2,0,0,2,22.0,106.1
87.9,643396,656730,R,R,0.25,-0.64,-0.45,2.46,66.3,7.2,4,1,1,2,2,7,-38.0,63.0
87.5,668901,607067,R,R,0.27,0.68,-0.13,2.33,72.8,7.7,5,0,0,1,3,0,49.0,71.1
93.1,608070,596001,L,R,-1.22,0.45,-0.8,2.07,74.5,6.8,7,1,0,0,1,0,49.0,78.0
87.1,694671,695243,R,R,0.63,0.25,-0.8,3.16,74.1,6.6,1,1,1,1,4,4,24.0,72.4
96.0,657193,572955,L,R,-0.86,1.25,-0.01,2.57,72.5,6.3,5,2,3,2,8,7,54.0,79.4
94.7,671218,571945,R,R,-0.87,1.03,-0.56,3.01,74.7,6.3,1,1,1,2,0,1,27.0,75.2
92.9,666023,450203,R,R,-1.38,0.56,-0.64,2.44,68.5,6.8,4,0,0,1,3,0,-18.0,85.3
94.8,663527,676106,R,R,-1.12,1.27,0.26,2.64,66.4,6.3,5,2,3,2,0,0,29.0,76.1
89.6,668845,808967,R,R,-0.9,0.05,-1.08,2.03,73.9,6.9,13,1,0,2,2,8,-19.0,77.4
95.9,686217,682847,L,R,-1.04,0.86,-0.33,3.4,64.5,5.7,11,1,1,2,1,0,16.0,89.8
84.8,453568,700241,L,R,0.58,-0.06,-0.63,2.52,71.3,7.5,4,1,2,1,1,2,37.0,97.9
98.3,683734,656271,R,L,0.8,1.26,-0.14,1.72,72.8,7.5,8,0,1,2,3,3,-16.0,102.7
92.5,502054,656550,R,R,0.04,1.0,0.45,3.04,80.3,7.0,3,1,0,1,4,2,55.0,86.6
87.7,621439,669622,R,R,0.66,0.45,0.8,2.38,66.8,8.1,6,2,1,2,1,4,22.0,88.3
95.3,676356,601713,R,R,-0.61,1.75,-0.48,3.09,71.5,6.8,1,1,1,2,0,0,50.0,63.1
87.9,657136,667297,R,R,0.19,-0.28,0.46,2.33,68.3,7.1,6,1,0,1,4,3,-20.0,93.0
101.7,571970,678020,L,R,-0.82,0.73,-0.68,2.07,68.2,6.8,4,0,1,1,2,1,54.0,84.6
93.3,623993,657376,L,R,0.28,0.6,-0.67,2.34,73.1,6.8,4,2,3,2,0,0,52.0,89.5
